"h [mm]","w [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","dB(S(1,2)) []","dB(S(2,2)) []"
0.2,0.03,6.035,-5.47586187676918,-1.80286225552151,-1.80286225552151,-5.47585930294036
0.2,0.03,6.0825,-5.44188411714959,-1.81878230961259,-1.81878230961259,-5.44188145939458
0.2,0.03,6.13,-5.40849712848528,-1.83461362086854,-1.83461362086854,-5.40849438624957
0.2,0.03,6.1775,-5.3756911412027,-1.85035426231958,-1.85035426231958,-5.37568831393239
0.2,0.03,6.225,-5.34345661410936,-1.8660023454879,-1.8660023454879,-5.34345370125102
0.2,0.03,6.2725,-5.31178422842356,-1.8815560199771,-1.8815560199771,-5.31178122942412
0.2,0.03,6.32,-5.28066488200989,-1.89701347305633,-1.89701347305633,-5.28066179631646
0.2,0.03,6.3675,-5.25008968381155,-1.91237292923965,-1.91237292923965,-5.25008651087133
0.2,0.03,6.415,-5.2200499484714,-1.92763264986137,-1.92763264986136,-5.22004668773153
0.2,0.03,6.4625,-5.19053719113374,-1.94279093264757,-1.94279093264757,-5.19053384204119
0.2,0.03,6.51,-5.16154312241931,-1.95784611128476,-1.95784611128476,-5.16153968442072
0.2,0.03,6.5575,-5.13305964356653,-1.97279655498579,-1.97279655498579,-5.13305611610814
0.2,0.03,6.605,-5.10507884173226,-1.98764066805376,-1.98764066805376,-5.10507522425975
0.2,0.03,6.6525,-5.07759298544552,-2.00237688944423,-2.00237688944423,-5.07758927740392
0.2,0.03,6.7,-5.05059452020833,-2.01700369232626,-2.01700369232626,-5.05059072104189
0.2,0.03,6.7475,-5.02407606423775,-2.03151958364269,-2.03151958364269,-5.02407217338982
0.2,0.03,6.795,-4.99803040434368,-2.04592310367,-2.04592310367,-4.99802642125663
0.2,0.03,6.8425,-4.9724504919372,-2.06021282557819,-2.06021282557819,-4.97244641605228
0.2,0.03,6.89,-4.94732943916449,-2.07438735499106,-2.07438735499106,-4.94732526992174
0.2,0.03,6.9375,-4.92266051516163,-2.0884453295472,-2.0884453295472,-4.92265625199976
0.2,0.03,6.985,-4.89843714242564,-2.102385418462,-2.10238541846201,-4.89843278478192
0.2,0.03,7.0325,-4.8746528932977,-2.11620632209108,-2.11620632209108,-4.8746484406079
0.2,0.03,7.08,-4.85130148655427,-2.12990677149529,-2.12990677149529,-4.85129693825249
0.2,0.03,7.1275,-4.82837678410226,-2.14348552800782,-2.14348552800782,-4.82837213962088
0.2,0.03,7.175,-4.80587278777453,-2.15694138280333,-2.15694138280333,-4.80586804654409
0.2,0.03,7.2225,-4.78378363622227,-2.17027315646972,-2.17027315646972,-4.78377879767138
0.2,0.03,7.27,-4.76210360190065,-2.18347969858249,-2.18347969858249,-4.76209866545585
0.2,0.03,7.3175,-4.74082708814469,-2.19655988728211,-2.19655988728211,-4.74082205323041
0.2,0.03,7.365,-4.71994862633219,-2.2095126288545,-2.2095126288545,-4.71994349237062
0.2,0.03,7.4125,-4.69946287313079,-2.22233685731491,-2.22233685731491,-4.69945763954178
0.2,0.03,7.46,-4.67936460782621,-2.23503153399527,-2.23503153399527,-4.67935927402719
0.2,0.03,7.5075,-4.65964872972917,-2.24759564713532,-2.24759564713532,-4.65964329513503
0.2,0.03,7.555,-4.64031025565821,-2.26002821147761,-2.26002821147761,-4.64030471968121
0.2,0.03,7.6025,-4.62134431749603,-2.27232826786653,-2.27232826786653,-4.62133867954572
0.2,0.03,7.65,-4.60274615981699,-2.28449488285157,-2.28449488285157,-4.60274041930009
0.2,0.03,7.6975,-4.5845111375834,-2.29652714829484,-2.29652714829484,-4.58450529390372
0.2,0.03,7.745,-4.56663471390855,-2.3084241809831,-2.3084241809831,-4.56662876646688
0.2,0.03,7.7925,-4.54911245788425,-2.32018512224434,-2.32018512224434,-4.54910640607827
0.2,0.03,7.84,-4.53194004247105,-2.33180913756903,-2.33180913756903,-4.5319338856952
0.2,0.03,7.8875,-4.51511324244899,-2.34329541623619,-2.34329541623619,-4.51510698009445
0.2,0.03,7.935,-4.49862793242732,-2.35464317094426,-2.35464317094427,-4.49862156388182
0.2,0.03,7.9825,-4.48248008491115,-2.36585163744703,-2.36585163744703,-4.48247360955894
0.2,0.03,8.03,-4.46666576842353,-2.3769200741945,-2.3769200741945,-4.46665918564523
0.2,0.03,8.0775,-4.45118114568118,-2.38784776197896,-2.38784776197896,-4.45117445485371
0.2,0.03,8.125,-4.43602247182248,-2.39863400358614,-2.39863400358614,-4.43601567231895
0.2,0.03,8.1725,-4.421186092686,-2.40927812345166,-2.40927812345166,-4.42117918387559
0.2,0.03,8.22,-4.40666844313831,-2.41977946732275,-2.41977946732275,-4.4066614243862
0.2,0.03,8.2675,-4.39246604544959,-2.43013740192533,-2.43013740192533,-4.39245891611684
0.2,0.03,8.315,-4.37857550771574,-2.44035131463637,-2.44035131463637,-4.37856826715915
0.2,0.03,8.3625,-4.36499352232561,-2.45042061316178,-2.45042061316178,-4.36498616989765
0.2,0.03,8.41,-4.35171686447227,-2.46034472521968,-2.46034472521968,-4.35170939952099
0.2,0.03,8.4575,-4.33874239070705,-2.47012309822912,-2.47012309822912,-4.33873481257592
0.2,0.03,8.505,-4.32606703753513,-2.47975519900439,-2.47975519900439,-4.32605934556297
0.2,0.03,8.5525,-4.31368782005173,-2.4892405134547,-2.4892405134547,-4.31368001357256
0.2,0.03,8.6,-4.30160183061774,-2.49857854628952,-2.49857854628952,-4.3015939089607
0.2,0.03,8.6475,-4.28980623757374,-2.50776882072936,-2.50776882072937,-4.28979820006294
0.2,0.03,8.695,-4.27829828399156,-2.51681087822219,-2.51681087822219,-4.27829012994599
0.2,0.03,8.7425,-4.2670752864623,-2.5257042781653,-2.52570427816529,-4.2670670151957
0.2,0.03,8.79,-4.25613463391997,-2.53444859763277,-2.53444859763277,-4.2561262447407
0.2,0.03,8.8375,-4.24547378649978,-2.54304343110857,-2.54304343110857,-4.2454652787107
0.2,0.03,8.885,-4.23509027443044,-2.55148839022501,-2.55148839022501,-4.23508164732878
0.2,0.03,8.9325,-4.22498169695934,-2.55978310350695,-2.55978310350695,-4.22497294983658
0.2,0.03,8.98,-4.21514572131016,-2.56792721612136,-2.56792721612136,-4.2151368534519
0.2,0.03,9.0275,-4.20558008167186,-2.57592038963254,-2.57592038963254,-4.20557109235767
0.2,0.03,9.075,-4.19628257821855,-2.58376230176272,-2.58376230176272,-4.19627346672184
0.2,0.03,9.1225,-4.18725107615931,-2.59145264615827,-2.59145264615827,-4.18724184174721
0.2,0.03,9.17,-4.17848350481759,-2.59899113216132,-2.59899113216132,-4.17847414675075
0.2,0.03,9.2175,-4.1699778567391,-2.60637748458683,-2.60637748458683,-4.16996837427164
0.2,0.03,9.265,-4.16173218682806,-2.61361144350514,-2.61361144350515,-4.16172257920733
0.2,0.03,9.3125,-4.15374461151079,-2.62069276402991,-2.62069276402991,-4.15373487797727
0.2,0.03,9.36,-4.14601330792621,-2.62762121611144,-2.62762121611144,-4.14600344771334
0.2,0.03,9.4075,-4.13853651314282,-2.63439658433542,-2.63439658433542,-4.13852652547683
0.2,0.03,9.455,-4.13131252340132,-2.64101866772696,-2.64101866772696,-4.1313024075011
0.2,0.03,9.5025,-4.12433969338262,-2.64748727955997,-2.64748727955997,-4.12432944845954
0.2,0.03,9.55,-4.11761643550059,-2.65380224717186,-2.65380224717186,-4.11760606075831
0.2,0.03,9.5975,-4.11114121921904,-2.65996341178345,-2.65996341178345,-4.11113071385337
0.2,0.03,9.645,-4.10491257039262,-2.66597062832421,-2.6659706283242,-4.10490193359134
0.2,0.03,9.6925,-4.09892907063099,-2.67182376526259,-2.67182376526259,-4.09891830157363
0.2,0.03,9.74,-4.09318935668593,-2.67752270444169,-2.67752270444169,-4.09317845454365
0.2,0.03,9.7875,-4.08769211986105,-2.68306734091994,-2.68306734091994,-4.08768108379639
0.2,0.03,9.835,-4.08243610544344,-2.68845758281703,-2.68845758281704,-4.08242493461016
0.2,0.03,9.8825,-4.07742011215717,-2.69369335116485,-2.69369335116485,-4.07740880570005
0.2,0.03,9.93,-4.07264299163811,-2.69877457976352,-2.69877457976352,-4.07263154869274
0.2,0.03,9.9775,-4.06810364792963,-2.70370121504254,-2.70370121504254,-4.0680920676222
0.2,0.03,10.025,-4.0638010369991,-2.70847321592682,-2.70847321592682,-4.0637893184462
0.2,0.03,10.0725,-4.05973416627457,-2.71309055370781,-2.71309055370781,-4.05972230858296
0.2,0.03,10.12,-4.05590209420148,-2.7175532119195,-2.7175532119195,-4.05589009646787
0.2,0.03,10.1675,-4.05230392981904,-2.72186118621939,-2.72186118621939,-4.05229179112986
0.2,0.03,10.215,-4.04893883235604,-2.72601448427436,-2.72601448427436,-4.04892655178721
0.2,0.03,10.2625,-4.04580601084571,-2.73001312565133,-2.73001312565133,-4.04579358746239
0.2,0.03,10.31,-4.04290472375945,-2.7338571417129,-2.7338571417129,-4.0428921566158
0.2,0.03,10.3575,-4.04023427865915,-2.73754657551763,-2.73754657551763,-4.04022156679809
0.2,0.03,10.405,-4.03779403186782,-2.74108148172523,-2.74108148172523,-4.03778117432075
0.2,0.03,10.4525,-4.03558338815835,-2.74446192650644,-2.74446192650644,-4.03557038394488
0.2,0.03,10.5,-4.03360180046009,-2.74768798745766,-2.74768798745766,-4.0335886485878
0.2,0.03,10.5475,-4.0318487695832,-2.75075975352026,-2.75075975352026,-4.03183546904732
0.2,0.03,10.595,-4.03032384396033,-2.75367732490458,-2.75367732490458,-4.03031039374349
0.2,0.03,10.6425,-4.02902661940567,-2.75644081301855,-2.75644081301855,-4.02901301847757
0.2,0.03,10.69,-4.02795673889101,-2.75905034040097,-2.75905034040097,-4.02794298620816
0.2,0.03,10.7375,-4.02711389233876,-2.76150604065933,-2.76150604065933,-4.02709998684414
0.2,0.03,10.785,-4.02649781643173,-2.76380805841227,-2.76380805841227,-4.02648375705445
0.2,0.03,10.8325,-4.02610829443939,-2.76595654923651,-2.76595654923651,-4.02609408009442
0.2,0.03,10.88,-4.0259451560607,-2.76795167961835,-2.76795167961835,-4.0259307856485
0.2,0.03,10.9275,-4.02600827728321,-2.76979362690967,-2.76979362690967,-4.02599374968939
0.2,0.03,10.975,-4.0262975802583,-2.77148257928838,-2.77148257928838,-4.02628289435327
0.2,0.03,11.0225,-4.02681303319254,-2.7730187357233,-2.7730187357233,-4.02679818783115
0.2,0.03,11.07,-4.02755465025494,-2.77440230594358,-2.77440230594358,-4.02753964427609
0.2,0.03,11.1175,-4.0285224915001,-2.77563351041239,-2.77563351041239,-4.02850732372639
0.2,0.03,11.165,-4.02971666280711,-2.7767125803051,-2.7767125803051,-4.02970133204442
0.2,0.03,11.2125,-4.03113731583408,-2.77763975749176,-2.77763975749177,-4.03112182087118
0.2,0.03,11.26,-4.03278464798832,-2.77841529452405,-2.77841529452405,-4.03276898759644
0.2,0.03,11.3075,-4.03465890241198,-2.77903945462634,-2.77903945462634,-4.03464307534442
0.2,0.03,11.355,-4.03676036798324,-2.77951251169133,-2.77951251169133,-4.03674437297488
0.2,0.03,11.4025,-4.0390893793328,-2.77983475027976,-2.77983475027975,-4.03907321509969
0.2,0.03,11.45,-4.04164631687583,-2.78000646562452,-2.78000646562452,-4.04162998211473
0.2,0.03,11.4975,-4.04443160685923,-2.780027963639,-2.780027963639,-4.04441510024712
0.2,0.03,11.545,-4.04744572142414,-2.77989956092964,-2.77989956092964,-4.04742904161772
0.2,0.03,11.5925,-4.05068917868375,-2.77962158481273,-2.77962158481272,-4.05067232431898
0.2,0.03,11.64,-4.05416254281644,-2.77919437333544,-2.77919437333543,-4.05414551250799
0.2,0.03,11.6875,-4.05786642417408,-2.77861827530103,-2.77861827530102,-4.05784921651481
0.2,0.03,11.735,-4.06180147940561,-2.77789365029819,-2.77789365029819,-4.06178409296605
0.2,0.03,11.7825,-4.06596841159597,-2.77702086873464,-2.77702086873464,-4.06595084492372
0.2,0.03,11.83,-4.0703679704202,-2.7760003118748,-2.7760003118748,-4.07035022203938
0.2,0.03,11.8775,-4.07500095231293,-2.77483237188159,-2.77483237188159,-4.07498302072361
0.2,0.03,11.925,-4.07986820065318,-2.77351745186244,-2.77351745186244,-4.07985008433072
0.2,0.03,11.9725,-4.08497060596456,-2.77205596591932,-2.77205596591932,-4.08495230335902
0.2,0.03,12.02,-4.09030910613085,-2.77044833920286,-2.77044833920286,-4.09029061566635
0.2,0.03,12.0675,-4.09588468662715,-2.76869500797063,-2.76869500797063,-4.09586600670122
0.2,0.03,12.115,-4.10169838076653,-2.76679641964939,-2.76679641964938,-4.10167950974939
0.2,0.03,12.1625,-4.10775126996229,-2.76475303290147,-2.76475303290146,-4.10773220619618
0.2,0.03,12.21,-4.11404448400594,-2.76256531769513,-2.76256531769513,-4.11402522580441
0.2,0.03,12.2575,-4.120579201361,-2.76023375537902,-2.76023375537902,-4.12055974700815
0.2,0.03,12.305,-4.12735664947262,-2.75775883876053,-2.75775883876053,-4.12733699722235
0.2,0.03,12.3525,-4.13437810509325,-2.7551410721883,-2.7551410721883,-4.13435825316848
0.2,0.03,12.4,-4.14164489462437,-2.75238097163856,-2.75238097163856,-4.14162484121625
0.2,0.03,12.4475,-4.14915839447452,-2.74947906480558,-2.74947906480558,-4.14913813774155
0.2,0.03,12.495,-4.15692003143356,-2.74643589119594,-2.74643589119593,-4.15689956950079
0.2,0.03,12.5425,-4.16493128306354,-2.74325200222687,-2.74325200222687,-4.16491061402168
0.2,0.03,12.59,-4.17319367810615,-2.73992796132846,-2.73992796132846,-4.17317280001066
0.2,0.03,12.6375,-4.18170879690704,-2.73646434404978,-2.73646434404978,-4.1816877077772
0.2,0.03,12.685,-4.19047827185697,-2.73286173816889,-2.73286173816889,-4.19045696967494
0.2,0.03,12.7325,-4.19950378785028,-2.72912074380679,-2.72912074380679,-4.1994822705601
0.2,0.03,12.78,-4.20878708276057,-2.72524197354519,-2.72524197354519,-4.20876534826714
0.2,0.03,12.8275,-4.21832994793391,-2.72122605254811,-2.7212260525481,-4.21830799410197
0.2,0.03,12.875,-4.22813422869987,-2.71707361868735,-2.71707361868735,-4.22811205335291
0.2,0.03,12.9225,-4.23820182490041,-2.71278532267181,-2.7127853226718,-4.23817942581957
0.2,0.03,12.97,-4.24853469143699,-2.70836182818047,-2.70836182818046,-4.24851206635989
0.2,0.03,13.0175,-4.2591348388361,-2.70380381199929,-2.70380381199929,-4.25911198545573
0.2,0.03,13.065,-4.27000433383346,-2.69911196416179,-2.69911196416178,-4.2699812497969
0.2,0.03,13.1125,-4.28114529997711,-2.69428698809331,-2.69428698809331,-4.28112198288434
0.2,0.03,13.16,-4.2925599182498,-2.68932960075911,-2.68932960075911,-4.29253636565239
0.2,0.03,13.2075,-4.30425042771078,-2.68424053281599,-2.68424053281599,-4.30422663711056
0.2,0.03,13.255,-4.31621912615744,-2.67902052876767,-2.67902052876767,-4.31619509500515
0.2,0.03,13.3025,-4.32846837080703,-2.67367034712378,-2.67367034712377,-4.32844409650092
0.2,0.03,13.35,-4.34100057899885,-2.66819076056237,-2.66819076056236,-4.34097605888321
0.2,0.03,13.3975,-4.3538182289172,-2.66258255609607,-2.66258255609606,-4.35379346028092
0.2,0.03,13.445,-4.36692386033548,-2.65684653524176,-2.65684653524176,-4.36689884041044
0.2,0.03,13.4925,-4.38032007538178,-2.65098351419367,-2.65098351419367,-4.3802948013413
0.2,0.03,13.54,-4.39400953932638,-2.64499432400001,-2.64499432400001,-4.3939840082836
0.2,0.03,13.5875,-4.40799498139158,-2.63887981074301,-2.638879810743,-4.40796919039775
0.2,0.03,13.635,-4.42227919558423,-2.63264083572226,-2.63264083572226,-4.42225314162698
0.2,0.03,13.6825,-4.43686504155145,-2.62627827564151,-2.6262782756415,-4.43683872155298
0.2,0.03,13.73,-4.4517554454599,-2.61979302279861,-2.6197930227986,-4.45172885627518
0.2,0.03,13.7775,-4.46695340089935,-2.61318598527882,-2.61318598527881,-4.46692653931414
0.2,0.03,13.825,-4.48246196981062,-2.60645808715122,-2.60645808715121,-4.48243483253955
0.2,0.03,13.8725,-4.49828428343883,-2.59961026866828,-2.59961026866827,-4.49825686712335
0.2,0.03,13.92,-4.51442354331223,-2.5926434864685,-2.5926434864685,-4.51439584451852
0.2,0.03,13.9675,-4.53088302224731,-2.58555871378208,-2.58555871378208,-4.5308550374641
0.2,0.03,14.015,-4.54766606538071,-2.5783569406395,-2.5783569406395,-4.54763779101707
0.2,0.03,14.0625,-4.5647760912286,-2.57103917408302,-2.57103917408301,-4.5647475236116
0.2,0.03,14.11,-4.58221659277411,-2.56360643838097,-2.56360643838096,-4.58218772814647
0.2,0.03,14.1575,-4.59999113858358,-2.55605977524479,-2.55605977524478,-4.59996197310119
0.2,0.03,14.205,-4.61810337395214,-2.54840024404874,-2.54840024404874,-4.61807390368154
0.2,0.03,14.2525,-4.63655702207965,-2.54062892205217,-2.54062892205216,-4.63652724299536
0.2,0.03,14.3,-4.65535588527738,-2.53274690462422,-2.53274690462422,-4.65532579325923
0.2,0.03,14.3475,-4.67450384620654,-2.5247553054711,-2.5247553054711,-4.67447343703689
0.2,0.03,14.395,-4.69400486914941,-2.51665525686546,-2.51665525686545,-4.69397413851018
0.2,0.03,14.4425,-4.71386300131371,-2.50844790987808,-2.50844790987808,-4.71383194478345
0.2,0.03,14.49,-4.73408237417147,-2.50013443461172,-2.50013443461171,-4.73405098722226
0.2,0.03,14.5375,-4.7546672048331,-2.49171602043677,-2.49171602043677,-4.75463548282733
0.2,0.03,14.585,-4.77562179745767,-2.483193876229,-2.483193876229,-4.77558973564473
0.2,0.03,14.6325,-4.79695054470046,-2.47456923060889,-2.47456923060888,-4.79691813821336
0.2,0.03,14.68,-4.81865792919893,-2.46584333218267,-2.46584333218267,-4.81862517305073
0.2,0.03,14.7275,-4.84074852509807,-2.4570174497849,-2.45701744978489,-4.84071541417824
0.2,0.03,14.775,-4.8632269996164,-2.44809287272229,-2.44809287272228,-4.86319352868702
0.2,0.03,14.8225,-4.88609811465383,-2.43907091101887,-2.43907091101886,-4.8860642783457
0.2,0.03,14.87,-4.9093667284427,-2.42995289566216,-2.42995289566215,-4.90933252125125
0.2,0.03,14.9175,-4.93303779724321,-2.42074017885023,-2.42074017885022,-4.93300321352433
0.2,0.03,14.965,-4.95711637708477,-2.4114341342396,-2.41143413423959,-4.95708141105046
0.2,0.03,15.0125,-4.98160762555474,-2.40203615719364,-2.40203615719363,-4.98157227126861
0.2,0.03,15.06,-5.00651680363594,-2.39254766503141,-2.3925476650314,-5.00648105500855
0.2,0.03,15.1075,-5.03184927759474,-2.38297009727672,-2.38297009727671,-5.03181312837877
0.2,0.03,15.155,-5.05761052092125,-2.37330491590724,-2.37330491590723,-5.05757396470651
0.2,0.03,15.2025,-5.08380611632347,-2.36355360560339,-2.36355360560338,-5.08376914653172
0.2,0.03,15.25,-5.11044175777722,-2.35371767399691,-2.3537176739969,-5.11040436765677
0.2,0.03,15.2975,-5.13752325263373,-2.3437986519188,-2.34379865191879,-5.1374854352539
0.2,0.03,15.345,-5.16505652378701,-2.33379809364653,-2.33379809364653,-5.16501827203232
0.2,0.03,15.3925,-5.19304761190305,-2.32371757715009,-2.32371757715008,-5.1930089184673
0.2,0.03,15.44,-5.22150267771317,-2.31355870433683,-2.31355870433682,-5.22146353509313
0.2,0.03,15.4875,-5.25042800437369,-2.30332310129483,-2.30332310129482,-5.25038840486274
0.2,0.03,15.535,-5.27982999989461,-2.29301241853432,-2.29301241853431,-5.27978993557598
0.2,0.03,15.5825,-5.30971519963964,-2.28262833122726,-2.28262833122725,-5.30967466237951
0.2,0.03,15.63,-5.34009026890045,-2.27217253944439,-2.27217253944438,-5.34004925034071
0.2,0.03,15.6775,-5.3709620055479,-2.26164676838987,-2.26164676838986,-5.37092049709867
0.2,0.03,15.725,-5.40233734276327,-2.25105276863282,-2.25105276863281,-5.40229533559511
0.2,0.03,15.7725,-5.43422335185257,-2.24039231633582,-2.24039231633582,-5.4341808368884
0.2,0.03,15.82,-5.46662724514721,-2.22966721347983,-2.22966721347983,-5.46658421305391
0.2,0.03,15.8675,-5.49955637899468,-2.21887928808523,-2.21887928808522,-5.49951282017434
0.2,0.03,15.915,-5.53301825684253,-2.20803039442873,-2.20803039442872,-5.53297416142335
0.2,0.03,15.9625,-5.56702053241973,-2.19712241325579,-2.19712241325578,-5.56697589024661
0.2,0.03,16.01,-5.60157101301944,-2.1861572519881,-2.1861572519881,-5.6015258136441
0.2,0.03,16.0575,-5.63667766288716,-2.17513684492592,-2.17513684492591,-5.63663189555796
0.2,0.03,16.105,-5.67234860671904,-2.1640631534447,-2.16406315344469,-5.67230226037027
0.2,0.03,16.1525,-5.70859213327475,-2.15293816618581,-2.1529381661858,-5.70854519651556
0.2,0.03,16.2,-5.74541669911002,-2.14176389924086,-2.14176389924085,-5.74536916021286
0.2,0.03,16.2475,-5.78283093243384,-2.13054239632919,-2.13054239632918,-5.78278277932244
0.2,0.03,16.295,-5.82084363709611,-2.11927572896821,-2.1192757289682,-5.82079485733289
0.2,0.03,16.3425,-5.85946379671105,-2.10796599663611,-2.1079659966361,-5.85941437748406
0.2,0.03,16.39,-5.89870057892276,-2.09661532692641,-2.09661532692641,-5.89865050703204
0.2,0.03,16.4375,-5.93856333981925,-2.08522587569417,-2.08522587569416,-5.9385126016626
0.2,0.03,16.485,-5.97906162850152,-2.07379982719307,-2.07379982719306,-5.9790102100596
0.2,0.03,16.5325,-6.0202051918149,-2.06233939420314,-2.06233939420312,-6.02015307863578
0.2,0.03,16.58,-6.06200397925021,-2.05084681814855,-2.05084681814854,-6.06195115643314
0.2,0.03,16.6275,-6.10446814802236,-2.03932436920505,-2.03932436920504,-6.10441460020086
0.2,0.03,16.675,-6.14760806833499,-2.02777434639643,-2.02777434639642,-6.14755377965918
0.2,0.03,16.7225,-6.19143432883975,-2.01619907767964,-2.01619907767962,-6.19137928295787
0.2,0.03,16.77,-6.23595774229957,-2.00460092001799,-2.00460092001797,-6.23590192233863
0.2,0.03,16.8175,-6.28118935146561,-1.9929822594419,-1.99298225944188,-6.28113274001119
0.2,0.03,16.865,-6.32714043517831,-1.98134551109667,-1.98134551109666,-6.32708301425341
0.2,0.03,16.9125,-6.3738225147034,-1.96969311927676,-1.96969311927675,-6.37376426574626
0.2,0.03,16.96,-6.42124736031433,-1.95802755744599,-1.95802755744598,-6.42118826415528
0.2,0.03,17.0075,-6.46942699813344,-1.94635132824307,-1.94635132824307,-6.46936703497054
0.2,0.03,17.055,-6.51837371724449,-1.93466696347211,-1.9346669634721,-6.5183128666181
0.2,0.03,17.1025,-6.56810007709043,-1.92297702407715,-1.92297702407714,-6.56803831785645
0.2,0.03,17.15,-6.61861891517057,-1.91128410010052,-1.91128410010051,-6.61855622547243
0.2,0.03,17.1975,-6.66994335505236,-1.89959081062427,-1.89959081062426,-6.66987971229161
0.2,0.03,17.245,-6.72208681471403,-1.88789980369402,-1.88789980369401,-6.72202219551946
0.2,0.03,17.2925,-6.77506301523492,-1.87621375622479,-1.87621375622478,-6.77499739543012
0.2,0.03,17.34,-6.82888598985161,-1.8645353738881,-1.86453537388809,-6.82881934442087
0.2,0.03,17.3875,-6.88357009339884,-1.85286739097983,-1.85286739097982,-6.88350239645133
0.2,0.03,17.435,-6.93913001215552,-1.84121257026815,-1.84121257026814,-6.93906123688759
0.2,0.03,17.4825,-6.99558077411712,-1.82957370282098,-1.82957370282097,-6.99551089277262
0.2,0.03,17.53,-7.05293775971708,-1.81795360781236,-1.81795360781235,-7.05286674354558
0.2,0.03,17.5775,-7.11121671302129,-1.80635513230711,-1.8063551323071,-7.11114453223416
0.2,0.03,17.625,-7.17043375342121,-1.79478115102326,-1.79478115102325,-7.17036037714518
0.2,0.03,17.6725,-7.23060538785226,-1.78323456607151,-1.7832345660715,-7.23053078408057
0.2,0.03,17.72,-7.29174852356657,-1.77171830667125,-1.77171830667124,-7.29167265910741
0.2,0.03,17.7675,-7.35388048149,-1.76023532884253,-1.76023532884252,-7.35380332191208
0.2,0.03,17.815,-7.41701901019595,-1.74878861507332,-1.74878861507331,-7.41694051977102
0.2,0.03,17.8625,-7.48118230053008,-1.73738117396161,-1.7373811739616,-7.48110244217219
0.2,0.03,17.91,-7.54638900092215,-1.72601603983165,-1.72601603983164,-7.54630773612348
0.2,0.03,17.9575,-7.61265823342366,-1.71469627232386,-1.71469627232385,-7.61257552218656
0.2,0.03,18.005,-7.68000961051209,-1.70342495595787,-1.70342495595785,-7.67992541127728
0.2,0.03,18.0525,-7.7484632527056,-1.69220519966806,-1.69220519966805,-7.74837752227596
0.2,0.03,18.1,-7.81803980703389,-1.68104013631123,-1.68104013631122,-7.81795250049391
0.2,0.03,18.1475,-7.88876046641501,-1.66993292214575,-1.66993292214574,-7.88867153704523
0.2,0.03,18.195,-7.96064698998993,-1.65888673628177,-1.65888673628176,-7.96055638917624
0.2,0.03,18.2425,-8.03372172447078,-1.64790478010206,-1.64790478010206,-8.03362940160812
0.2,0.03,18.29,-8.10800762656174,-1.63699027665297,-1.63699027665296,-8.10791352895189
0.2,0.03,18.3375,-8.18352828651583,-1.62614647000507,-1.62614647000506,-8.18343235925861
0.2,0.03,18.385,-8.2603079528942,-1.61537662458318,-1.61537662458316,-8.26021013877191
0.2,0.03,18.4325,-8.33837155859974,-1.60468402446526,-1.60468402446525,-8.33827179795412
0.2,0.03,18.48,-8.41774474826067,-1.59407197264997,-1.59407197264996,-8.41764297886184
0.2,0.03,18.5275,-8.49845390704517,-1.58354379029243,-1.58354379029241,-8.49835006395199
0.2,0.03,18.575,-8.58052619099317,-1.573102815908,-1.57310281590799,-8.58042020640435
0.2,0.03,18.6225,-8.66398955895732,-1.5627524045438,-1.56275240454379,-8.66388136205242
0.2,0.03,18.67,-8.74887280625066,-1.55249592691771,-1.5524959269177,-8.74876232302043
0.2,0.03,18.7175,-8.83520560010549,-1.54233676852471,-1.5423367685247,-8.83509275317036
0.2,0.03,18.765,-8.92301851705452,-1.53227832871039,-1.53227832871038,-8.92290322547067
0.2,0.03,18.8125,-9.01234308235237,-1.52232401971155,-1.52232401971154,-9.01222526140402
0.2,0.03,18.86,-9.10321181156402,-1.5124772656638,-1.51247726566379,-9.10309137254092
0.2,0.03,18.9075,-9.19565825445411,-1.50274150157615,-1.50274150157614,-9.19553510441305
0.2,0.03,18.955,-9.28971704132048,-1.4931201722726,-1.49312017227259,-9.28959108282939
0.2,0.03,19.0025,-9.38542393192434,-1.4836167313009,-1.48361673130089,-9.38529506278748
0.2,0.03,19.05,-9.48281586717938,-1.4742346398084,-1.47423463980839,-9.48268398014201
0.2,0.03,19.0975,-9.58193102377232,-1.46497736538543,-1.46497736538543,-9.58179600620303
0.2,0.03,19.145,-9.68280887189891,-1.45584838087621,-1.45584838087621,-9.68267060544763
0.2,0.03,19.1925,-9.78549023631056,-1.44685116315766,-1.44685116315765,-9.78534859653998
0.2,0.03,19.24,-9.89001736087871,-1.4379891918865,-1.4379891918865,-9.88987221686689
0.2,0.03,19.2875,-9.99643397689736,-1.42926594821499,-1.42926594821498,-9.99628519080858
0.2,0.03,19.335,-10.1047853753568,-1.42068491347565,-1.42068491347565,-10.1046328019779
0.2,0.03,19.3825,-10.2151184834351,-1.41224956783576,-1.41224956783576,-10.2149619696741
0.2,0.03,19.43,-10.3274819454688,-1.40396338892187,-1.40396338892187,-10.3273213298119
0.2,0.03,19.4775,-10.4419262086767,-1.39582985041524,-1.39582985041523,-10.4417613206
0.2,0.03,19.525,-10.5585036139267,-1.38785242061874,-1.38785242061874,-10.5583342732575
0.2,0.03,19.5725,-10.6772684918471,-1.38003456099606,-1.38003456099606,-10.6770945080712
0.2,0.03,19.62,-10.7982772646019,-1.37237972468403,-1.37237972468403,-10.7980984361094
